group,detector,variant,case,AP,AP50,AP75,AP_delta_no_adapt,AP50_delta_no_adapt,AP75_delta_no_adapt,AP_delta_global_generic,AP50_delta_global_generic,AP75_delta_global_generic,AP_delta_det_pseudo,AP50_delta_det_pseudo,AP75_delta_det_pseudo
block_1,source,global_generic,contrast_s2,15.191831683168317,31.58003300330033,14.026402640264028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,global_generic,color_cast_s1,12.364786478647863,26.472647264726472,14.026402640264028,-2.039503950395041,1.4726472647264732,0.0,0.0,0.0,0.0,-0.5857085708570853,2.7927792779277953,-2.103960396039606
block_1,source,global_generic,color_cast_s2,10.888260254596888,25.565770862800562,12.623762376237622,-0.6034889203206038,-0.7543611504007564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,global_generic,clean_s0,13.818481848184817,22.623762376237625,21.03960396039604,-1.8525852585258544,-1.9361936193619367,-3.5203520352035222,0.0,0.0,0.0,-2.760176017601765,-5.841584158415839,-3.5203520352035222
block_1,source,det_pseudo,gamma_s1,13.947430457331448,26.211692597831217,3.787128712871287,-1.9480011910965516,-0.21092334797389034,-14.431561577210356,-1.6664309288071666,-0.47147571900046925,-11.361386138613858,0.0,0.0,0.0
block_1,source,det_pseudo,gamma_s2,12.207095709570957,26.663916391639162,2.103960396039604,1.1221122112211213,0.0,2.103960396039604,2.7201470147014724,-1.8014301430142987,-0.9563456345634571,0.0,0.0,0.0
block_1,source,det_pseudo,contrast_s1,17.4240675947294,27.78046601652646,21.03960396039604,0.42079207920792117,0.0,0.0,0.42079207920792117,0.0,0.0,0.0,0.0,0.0
block_1,source,det_pseudo,contrast_s2,15.191831683168317,31.58003300330033,14.026402640264028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,det_pseudo,color_cast_s1,12.950495049504948,23.679867986798676,16.13036303630363,-1.4537953795379561,-1.3201320132013223,2.103960396039606,0.5857085708570853,-2.7927792779277953,2.103960396039606,0.0,0.0,0.0
block_1,source,det_pseudo,color_cast_s2,10.888260254596888,25.565770862800562,12.623762376237622,-0.6034889203206038,-0.7543611504007564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block_1,source,det_pseudo,clean_s0,16.57865786578658,28.465346534653463,24.559955995599562,0.9075907590759102,3.9053905390539017,0.0,2.760176017601765,5.841584158415839,3.5203520352035222,0.0,0.0,0.0
block_1,source,det_pseudo_clip_radius,gamma_s1,13.460867515322958,26.211692597831217,3.606789250353607,-2.434564133105041,-0.21092334797389034,-14.611901039728037,-2.152993870815656,-0.47147571900046925,-11.541725601131539,-0.4865629420084894,0.0,-0.1803394625176799
block_1,source,det_pseudo_clip_radius,gamma_s2,12.277227722772277,26.663916391639162,2.805280528052805,1.192244224422441,0.0,2.805280528052805,2.790279027902792,-1.8014301430142987,-0.2550255025502563,0.07013201320131973,0.0,0.7013201320132008
block_1,source,det_pseudo_clip_radius,contrast_s1,17.00327551552148,27.78046601652646,21.03960396039604,0.0,0.0,0.0,0.0,0.0,0.0,-0.42079207920792117,0.0,0.0
