config,group,detector,macro_AP_delta_no_adapt,positive_conditions_no_adapt,clean_AP_delta_no_adapt,macro_AP_delta_full_hybrid,positive_conditions_full_hybrid,clean_AP_delta_full_hybrid
log_norm_ratio_low_75,aggregate,ssd,-0.10772890099686276,1,-0.1649755546274223,2.081270627062706,1,0.0
log_norm_ratio_low_75,block_1,source,-0.49350428463899126,2,1.4552080208020817,0.0,0,0.0
log_norm_ratio_low_75,block_1,target,-0.13308825254840342,4,0.1396961558504023,0.0,0,0.0
log_norm_ratio_low_75,block_1,ssd,-0.18643765860007425,2,-0.329951109254846,0.0,0,0.0
log_norm_ratio_low_75,block_2,source,-0.9777227722772271,0,0.0,-0.8003300330033002,1,1.6831683168316847
log_norm_ratio_low_75,block_2,target,0.0,0,0.0,-3.7499999999999987,0,0.8168316831683176
log_norm_ratio_low_75,block_2,ssd,-0.029020143393649705,0,0.0,4.162541254125411,1,0.0
gradient_cosine_high_25,aggregate,source,-0.20123262326232627,0,0.7276040104010395,0.1341620769219755,3,0.8415841584158423
gradient_cosine_high_25,aggregate,target,0.004856126112499452,1,0.06797410510281376,-1.8032205564331614,2,0.4084158415841588
gradient_cosine_high_25,aggregate,ssd,-0.05569437896170611,0,-0.1649755546274223,2.133305149097863,3,0.0
gradient_cosine_high_25,block_1,source,-0.4057606888508402,0,1.4552080208020817,0.08774359578815111,2,0.0
gradient_cosine_high_25,block_1,target,0.011388802086001229,1,0.1396961558504023,0.14447705463440466,2,0.0
gradient_cosine_high_25,block_1,ssd,-0.11138875792341141,0,-0.329951109254846,0.07504890067666282,2,0.0
gradient_cosine_high_25,block_2,source,0.0,0,0.0,0.17739273927392704,2,1.6831683168316847
gradient_cosine_high_25,block_2,target,0.0,0,0.0,-3.7499999999999987,0,0.8168316831683176
gradient_cosine_high_25,block_2,ssd,0.0,0,0.0,4.191561397519061,2,0.0
gradient_cosine_high_50,aggregate,source,-0.37267298158387185,0,-0.11398014801480283,-0.03727828139957016,2,0.0
gradient_cosine_high_50,aggregate,target,-0.08843797868437382,2,-0.340441736481345,-1.8965146612300348,1,0.0
