episode_index	image_id	case	family	block	C_H	C_HC	C_HN	C_HCN	E	integrity_passed
205	444746	gamma_s2	gamma_s2	3	0.7707021923637873	0.7733789153139282	0.7871614661340881	0.7971278987298072	0.02642570636601982	True
206	132826	clean_s0	contrast_s2	3	0.26156632394591134	0.6840063794592574	0.26249290134174075	0.684143381013214	0.4225770570673027	True
207	132826	contrast_s2	contrast_s2	3	0.23272527574800886	0.489601567318446	0.6054551285880527	0.7066326896681795	0.47390741392017066	True
208	484362	clean_s0	color_cast_s2	3	0.1652225954761937	0.6713118072084493	0.8297822527564607	0.9908894804149624	0.8256668849387687	True
209	484362	color_cast_s2	color_cast_s2	3	0.7079875633602981	0.8937798965868254	0.9123094829025954	0.9285419712099472	0.22055440784964908	True
210	104999	clean_s0	gamma_s2	3	0.7776008289008605	0.7777289368582598	0.9760372893494483	0.9924162655328259	0.21481543663196545	True
211	104999	gamma_s2	gamma_s2	3	0.8280110637809778	0.8895932376784549	0.8391848937665566	0.9409709161844098	0.11295985240343198	True
212	569723	clean_s0	contrast_s2	3	0.2872588428665958	0.4601279236850971	0.5747872947484503	0.9601956084841601	0.6729367656175642	True
213	569723	contrast_s2	contrast_s2	3	0.627494797093717	0.6917426196349712	0.7132059023218281	0.7382724652929267	0.11077766819920964	True
214	334012	clean_s0	color_cast_s2	3	0.5036298285040935	0.5067797255825476	0.7925531374936995	0.9035017262569999	0.3998718977529063	True
215	334012	color_cast_s2	color_cast_s2	3	0.03936697752220294	0.5606620134999166	0.4261218840546231	0.6922099269179139	0.652842949395711	True
216	471634	clean_s0	gamma_s2	3	0.6805818973208136	0.6811549200260852	0.9679969874425974	0.9695288987729863	0.28894700145217267	True
217	471634	gamma_s2	gamma_s2	3	0.7691164421497436	0.8632832836426139	0.9900927368101792	0.991503174908738	0.22238673275899434	True
218	548882	clean_s0	contrast_s2	3	0.5547798277417499	0.592902364495485	0.6786901324189824	0.6831292050567026	0.12834937731495266	True
219	548882	contrast_s2	contrast_s2	3	0.26667322352525635	0.29697209944152053	0.3720433949866287	0.8175212446303114	0.550848021105055	True
220	247866	clean_s0	color_cast_s2	3	0.2951145915720988	0.6022320620812097	0.5056323629126018	0.8661210889022098	0.571006497330111	True
221	247866	color_cast_s2	color_cast_s2	3	0.09541921837625969	0.8430607755654017	0.8483655665435507	0.9643129390492186	0.8688937206729589	True
222	339709	clean_s0	gamma_s2	3	0.692139314883824	0.8543735485732701	0.7912558648671867	0.8830593291711889	0.19092001428736494	True
223	339709	gamma_s2	gamma_s2	3	0.08090465338798009	0.10853573980250214	0.39182169734977196	0.9335353038887235	0.8526306505007435	True
224	389673	clean_s0	contrast_s2	3	0.5218539269278553	0.7146753676121868	0.60203131178635	0.7680151551713078	0.24616122824345255	True
225	389673	contrast_s2	contrast_s2	3	0.0	0.20791095284341196	0.0	0.20791095284341196	0.20791095284341196	True
226	115358	clean_s0	color_cast_s2	3	0.46336245736464554	0.7393803850624634	0.9800120476677542	0.9943220589819605	0.5309596016173149	True
227	115358	color_cast_s2	color_cast_s2	3	0.9843740824932238	0.985617665739392	0.9975274247810736	0.9985469790313017	0.014172896538077961	True
228	387431	clean_s0	gamma_s2	3	0.9438525231919057	0.9472223977365108	0.954297748469504	0.9656706243036803	0.021818101111774624	True
229	387431	gamma_s2	gamma_s2	3	0.15426801623836486	0.19314755820656154	0.49206674871700695	0.603687633899761	0.44941961766139615	True
230	526750	clean_s0	contrast_s2	3	0.6229162341278723	0.879228079344512	0.9413303405438411	0.9890175420171132	0.3661013078892409	True
231	526750	contrast_s2	contrast_s2	3	0.8630219211013261	0.9005256349887487	0.8901133632342422	0.9116387472889371	0.048616826187610984	True
232	337890	clean_s0	color_cast_s2	3	0.3915990467541633	0.6058447607049621	0.44738800144764074	0.6219488702812553	0.23034982352709205	True
233	337890	color_cast_s2	color_cast_s2	3	0.2537963237208643	0.5293471239014796	0.510578781217023	0.9826099961401206	0.7288136724192562	True
234	226825	clean_s0	gamma_s2	3	0.25574619211433747	0.8457522004967757	0.9917764632645745	0.9928556680517349	0.7371094759373974	True
235	226825	gamma_s2	gamma_s2	3	0.6302240856869578	0.8589349134470348	0.7714526064915322	0.86043082047694	0.23020673478998221	True
236	360352	clean_s0	contrast_s2	3	0.5526282207722604	0.765307090392119	0.5718760735319215	0.790276927181595	0.23764870640933466	True
237	360352	contrast_s2	contrast_s2	3	0.9328575151522528	0.951527454539081	0.9333539083423095	0.9544812158077128	0.021623700655460043	True
238	214966	clean_s0	color_cast_s2	3	0.3130953237620535	0.45944379002565056	0.7106581468866265	0.7463592684253318	0.43326394466327833	True
239	214966	color_cast_s2	color_cast_s2	3	0.06897585772735237	0.7045744875427965	0.7503187246073508	0.836922399635557	0.7679465419082047	True
