contrast,group,event,estimate,ci_low,ci_high,valid_observations
det_pseudo_clip_radius-minus-det_pseudo/K1,corrupted_overall,both_duplicates,0.013333333333333334,0.0075,0.02,1200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s1,source_only_fail,0.25,0.19,0.31,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s1,target_only_fail,0.205,0.15,0.26,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s1,both_any_fail,0.12,0.07987500000000002,0.17,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s1,both_geometry,0.035175879396984924,0.01015228426395939,0.065,199
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s1,both_class_score,0.05025125628140704,0.020202020202020204,0.08542713567839195,199
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s1,both_false_positives,0.01,0.0,0.025,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s1,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s2,source_only_fail,0.235,0.175,0.295,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s2,target_only_fail,0.205,0.15,0.265,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s2,both_any_fail,0.155,0.11,0.205,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s2,both_geometry,0.035175879396984924,0.010151002409885658,0.065,199
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s2,both_class_score,0.035175879396984924,0.01020408163265306,0.06030150753768844,199
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s2,both_false_positives,0.035,0.015,0.06,200
det_pseudo_clip_radius-minus-det_pseudo/K1,gamma_s2,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s1,source_only_fail,0.17,0.12,0.225,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s1,target_only_fail,0.23,0.175,0.29,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s1,both_any_fail,0.125,0.08,0.17,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s1,both_geometry,0.03015075376884422,0.01,0.05527638190954774,199
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s1,both_class_score,0.04522613065326633,0.02,0.07538640170549712,199
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s1,both_false_positives,0.02,0.005,0.04,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s1,both_duplicates,0.02,0.005,0.04,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s2,source_only_fail,0.21,0.155,0.27,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s2,target_only_fail,0.25,0.195,0.31,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s2,both_any_fail,0.18,0.13,0.2351249999999993,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s2,both_geometry,0.06030150753768844,0.03,0.09548944216029637,199
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s2,both_class_score,0.04522613065326633,0.02,0.07575757575757576,199
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s2,both_false_positives,0.045,0.02,0.08,200
det_pseudo_clip_radius-minus-det_pseudo/K1,contrast_s2,both_duplicates,0.015,0.0,0.035,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s1,source_only_fail,0.25,0.19,0.315,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s1,target_only_fail,0.2,0.145,0.26,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s1,both_any_fail,0.195,0.14,0.25,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s1,both_geometry,0.05025125628140704,0.020202020202020204,0.085,199
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s1,both_class_score,0.07537688442211055,0.040811146793742877,0.1111111111111111,199
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s1,both_false_positives,0.045,0.02,0.075,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s1,both_duplicates,0.025,0.005,0.05,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s2,source_only_fail,0.26,0.2,0.32,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s2,target_only_fail,0.185,0.13,0.24,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s2,both_any_fail,0.17,0.12,0.225,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s2,both_geometry,0.05025125628140704,0.020302004819771315,0.0821249999999996,199
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s2,both_class_score,0.09547738693467336,0.05527638190954774,0.13638094139363163,199
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s2,both_false_positives,0.03,0.01,0.055,200
det_pseudo_clip_radius-minus-det_pseudo/K1,color_cast_s2,both_duplicates,0.01,0.0,0.025,200
det_pseudo_clip_radius-minus-det_pseudo/K1,clean_s0,source_only_fail,0.255,0.195,0.315,200
det_pseudo_clip_radius-minus-det_pseudo/K1,clean_s0,target_only_fail,0.195,0.14,0.255,200
det_pseudo_clip_radius-minus-det_pseudo/K1,clean_s0,both_any_fail,0.16,0.11,0.21,200
det_pseudo_clip_radius-minus-det_pseudo/K1,clean_s0,both_geometry,0.02512562814070352,0.005025125628140704,0.05,199
det_pseudo_clip_radius-minus-det_pseudo/K1,clean_s0,both_class_score,0.05527638190954774,0.02512562814070352,0.09,199
det_pseudo_clip_radius-minus-det_pseudo/K1,clean_s0,both_false_positives,0.03,0.01,0.055,200
det_pseudo_clip_radius-minus-det_pseudo/K1,clean_s0,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [0,1)",source_only_fail,0.1872791519434629,0.1408437992576397,0.23448275862068965,283
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [0,1)",target_only_fail,0.26148409893992935,0.20577114177536826,0.3205672026556172,283
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [0,1)",both_any_fail,0.08833922261484099,0.055939182768451064,0.12167394186511907,283
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [0,1)",both_geometry,0.02888086642599278,0.01056245366938473,0.05185313341022683,277
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [0,1)",both_class_score,0.036101083032490974,0.016525538544912614,0.05785123966942149,277
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [0,1)",both_false_positives,0.01060070671378092,0.0,0.023348583414396874,283
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [0,1)",both_duplicates,0.0035335689045936395,0.0,0.011630178052325569,283
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [1,2)",source_only_fail,0.26011560693641617,0.19779900332225914,0.3254437869822485,173
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [1,2)",target_only_fail,0.1676300578034682,0.11494252873563218,0.22641509433962265,173
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [1,2)",both_any_fail,0.15606936416184972,0.10695103084115293,0.2012084909625892,173
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [1,2)",both_geometry,0.028901734104046242,0.005952380952380952,0.05405812438944967,173
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [1,2)",both_class_score,0.08670520231213873,0.051421266233766236,0.12300802139037427,173
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [1,2)",both_false_positives,0.011560693641618497,0.0,0.029244066047471595,173
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [1,2)",both_duplicates,0.005780346820809248,0.0,0.01818458980044344,173
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [2,4)",source_only_fail,0.26053639846743293,0.20634920634920634,0.31429709732498573,261
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [2,4)",target_only_fail,0.20689655172413793,0.1621594915073176,0.25190839694656486,261
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [2,4)",both_any_fail,0.16475095785440613,0.12109375,0.21094184027777776,261
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [2,4)",both_geometry,0.038314176245210725,0.015383141762452108,0.06440622831367099,261
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [2,4)",both_class_score,0.04597701149425287,0.023076923076923078,0.07142857142857142,261
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [2,4)",both_false_positives,0.01532567049808429,0.0035967999793713418,0.03125,261
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [2,4)",both_duplicates,0.011494252873563218,0.0,0.025179856115107913,261
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [4,inf)",source_only_fail,0.22567287784679088,0.18574223044192395,0.26724697157409316,483
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [4,inf)",target_only_fail,0.2028985507246377,0.16874935699588478,0.23628691983122363,483
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [4,inf)",both_any_fail,0.19461697722567287,0.15961931006327823,0.23176036722280646,483
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [4,inf)",both_geometry,0.060041407867494824,0.03949604626460522,0.08333333333333333,483
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [4,inf)",both_class_score,0.06625258799171843,0.044205263157894734,0.09090909090909091,483
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [4,inf)",both_false_positives,0.057971014492753624,0.03594048689091162,0.08227848101265822,483
det_pseudo_clip_radius-minus-det_pseudo/K1,"corrupted_overall ratio [4,inf)",both_duplicates,0.022774327122153208,0.010330578512396695,0.036887139394755436,483
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [0,1)",source_only_fail,0.1694915254237288,0.0847457627118644,0.2711864406779661,59
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [0,1)",target_only_fail,0.23728813559322035,0.13559322033898305,0.3394067796610146,59
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [0,1)",both_any_fail,0.22033898305084745,0.11864406779661017,0.3389830508474576,59
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [0,1)",both_geometry,0.034482758620689655,0.0,0.08620689655172414,58
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [0,1)",both_class_score,0.05172413793103448,0.0,0.11864406779661017,58
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [0,1)",both_false_positives,0.0,0.0,0.0,59
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [0,1)",both_duplicates,0.0,0.0,0.0,59
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [1,2)",source_only_fail,0.3548387096774194,0.1935483870967742,0.5161290322580645,31
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [1,2)",target_only_fail,0.12903225806451613,0.03225806451612903,0.25806451612903225,31
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [1,2)",both_any_fail,0.25806451612903225,0.0967741935483871,0.41935483870967744,31
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [1,2)",both_geometry,0.06451612903225806,0.0,0.16129032258064516,31
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [1,2)",both_class_score,0.12903225806451613,0.03225806451612903,0.25806451612903225,31
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [1,2)",both_false_positives,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [1,2)",both_duplicates,0.0,0.0,0.0,31
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [2,4)",source_only_fail,0.27906976744186046,0.16279069767441862,0.4186046511627907,43
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [2,4)",target_only_fail,0.2558139534883721,0.13953488372093023,0.3953488372093023,43
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [2,4)",both_any_fail,0.06976744186046512,0.0,0.16279069767441862,43
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [2,4)",both_geometry,0.023255813953488372,0.0,0.06976744186046512,43
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [2,4)",both_class_score,0.023255813953488372,0.0,0.06976744186046512,43
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [2,4)",both_false_positives,0.046511627906976744,0.0,0.11627906976744186,43
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [2,4)",both_duplicates,0.0,0.0,0.0,43
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [4,inf)",source_only_fail,0.26865671641791045,0.16417910447761194,0.373134328358209,67
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [4,inf)",target_only_fail,0.14925373134328357,0.05970149253731343,0.23880597014925373,67
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [4,inf)",both_any_fail,0.11940298507462686,0.04477611940298507,0.208955223880597,67
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [4,inf)",both_geometry,0.0,0.0,0.0,67
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [4,inf)",both_class_score,0.04477611940298507,0.0,0.1044776119402985,67
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [4,inf)",both_false_positives,0.04477611940298507,0.0,0.1044776119402985,67
det_pseudo_clip_radius-minus-det_pseudo/K1,"clean_s0 ratio [4,inf)",both_duplicates,0.014925373134328358,0.0,0.04477611940298507,67
det_pseudo_clip_radius-minus-det_pseudo/K3,corrupted_overall,source_only_fail,0.23333333333333334,0.20916666666666667,0.2575,1200
det_pseudo_clip_radius-minus-det_pseudo/K3,corrupted_overall,target_only_fail,0.19666666666666666,0.17333333333333334,0.22,1200
det_pseudo_clip_radius-minus-det_pseudo/K3,corrupted_overall,both_any_fail,0.17083333333333334,0.14914583333333334,0.19335416666666655,1200
det_pseudo_clip_radius-minus-det_pseudo/K3,corrupted_overall,both_geometry,0.051926298157453935,0.04,0.06532663316582915,1194
det_pseudo_clip_radius-minus-det_pseudo/K3,corrupted_overall,both_class_score,0.06030150753768844,0.04606001948518101,0.07538640170549712,1194
det_pseudo_clip_radius-minus-det_pseudo/K3,corrupted_overall,both_false_positives,0.035833333333333335,0.025833333333333333,0.0475,1200
det_pseudo_clip_radius-minus-det_pseudo/K3,corrupted_overall,both_duplicates,0.011666666666666667,0.006645833333333335,0.0175,1200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s1,source_only_fail,0.23,0.175,0.285,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s1,target_only_fail,0.19,0.14,0.245,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s1,both_any_fail,0.205,0.155,0.26,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s1,both_geometry,0.08040201005025126,0.04522613065326633,0.12060301507537688,199
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s1,both_class_score,0.08040201005025126,0.045,0.12,199
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s1,both_false_positives,0.035,0.01,0.06,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s1,both_duplicates,0.0,0.0,0.0,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s2,source_only_fail,0.255,0.195,0.32,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s2,target_only_fail,0.19,0.13987500000000003,0.25,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s2,both_any_fail,0.135,0.095,0.185,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s2,both_geometry,0.04020100502512563,0.01507537688442211,0.07035175879396985,199
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s2,both_class_score,0.035175879396984924,0.010050251256281407,0.06060606060606061,199
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s2,both_false_positives,0.025,0.005,0.05,200
det_pseudo_clip_radius-minus-det_pseudo/K3,gamma_s2,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s1,source_only_fail,0.2,0.15,0.255,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s1,target_only_fail,0.195,0.14,0.25,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s1,both_any_fail,0.16,0.11,0.21,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s1,both_geometry,0.04522613065326633,0.02,0.07537688442211055,199
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s1,both_class_score,0.06030150753768844,0.03015075376884422,0.09547738693467336,199
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s1,both_false_positives,0.04,0.015,0.07,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s1,both_duplicates,0.015,0.0,0.035,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s2,source_only_fail,0.2,0.145,0.255,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s2,target_only_fail,0.225,0.16987500000000003,0.285,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s2,both_any_fail,0.155,0.105,0.21,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s2,both_geometry,0.035175879396984924,0.010101010101010102,0.065,199
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s2,both_class_score,0.04522613065326633,0.020097989949748745,0.07537688442211055,199
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s2,both_false_positives,0.04,0.015,0.07,200
det_pseudo_clip_radius-minus-det_pseudo/K3,contrast_s2,both_duplicates,0.035,0.01,0.06,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s1,source_only_fail,0.23,0.17,0.29,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s1,target_only_fail,0.205,0.15,0.26,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s1,both_any_fail,0.19,0.135,0.25,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s1,both_geometry,0.05025125628140704,0.025,0.08131281725888273,199
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s1,both_class_score,0.06532663316582915,0.035,0.10101010101010101,199
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s1,both_false_positives,0.055,0.025,0.09,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s1,both_duplicates,0.01,0.0,0.025,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s2,source_only_fail,0.285,0.225,0.35,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s2,target_only_fail,0.175,0.125,0.23,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s2,both_any_fail,0.18,0.13,0.235,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s2,both_geometry,0.06030150753768844,0.03015075376884422,0.09595959595959595,199
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s2,both_class_score,0.07537688442211055,0.04020100502512563,0.115,199
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s2,both_false_positives,0.02,0.005,0.04,200
det_pseudo_clip_radius-minus-det_pseudo/K3,color_cast_s2,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-det_pseudo/K3,clean_s0,source_only_fail,0.195,0.14,0.25,200
det_pseudo_clip_radius-minus-det_pseudo/K3,clean_s0,target_only_fail,0.245,0.19,0.31,200
det_pseudo_clip_radius-minus-det_pseudo/K3,clean_s0,both_any_fail,0.155,0.105,0.21,200
det_pseudo_clip_radius-minus-det_pseudo/K3,clean_s0,both_geometry,0.03015075376884422,0.01,0.05527638190954774,199
det_pseudo_clip_radius-minus-det_pseudo/K3,clean_s0,both_class_score,0.035175879396984924,0.010101010101010102,0.06091370558375635,199
det_pseudo_clip_radius-minus-det_pseudo/K3,clean_s0,both_false_positives,0.02,0.005,0.04,200
det_pseudo_clip_radius-minus-det_pseudo/K3,clean_s0,both_duplicates,0.005,0.0,0.015,200
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [0,1)",source_only_fail,0.16607773851590105,0.11881033415841584,0.21374177415109238,283
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [0,1)",target_only_fail,0.24028268551236748,0.19548656123066285,0.2857272256728778,283
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [0,1)",both_any_fail,0.15901060070671377,0.114088585827223,0.20996530249110318,283
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [0,1)",both_geometry,0.05415162454873646,0.028877694605598553,0.08171387036581661,277
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [0,1)",both_class_score,0.039711191335740074,0.016945591796040452,0.06405693950177936,277
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [0,1)",both_false_positives,0.01060070671378092,0.0,0.02381155533885908,283
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [0,1)",both_duplicates,0.0035335689045936395,0.0,0.01123701106699332,283
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [1,2)",source_only_fail,0.3063583815028902,0.24095580181689324,0.375,173
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [1,2)",target_only_fail,0.1676300578034682,0.11583088029156155,0.22353328173374612,173
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [1,2)",both_any_fail,0.14450867052023122,0.09411277218069548,0.1976776130845898,173
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [1,2)",both_geometry,0.04046242774566474,0.012343785503294706,0.07142857142857142,173
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [1,2)",both_class_score,0.06936416184971098,0.030115972873530048,0.1139931572426222,173
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [1,2)",both_false_positives,0.011560693641618497,0.0,0.029411764705882353,173
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [1,2)",both_duplicates,0.0,0.0,0.0,173
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [2,4)",source_only_fail,0.23371647509578544,0.18630727706697012,0.28458646060013915,261
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [2,4)",target_only_fail,0.16475095785440613,0.11523757892252316,0.2180503341687552,261
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [2,4)",both_any_fail,0.1839080459770115,0.13636363636363635,0.23049042036030878,261
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [2,4)",both_geometry,0.04980842911877394,0.026512650085763294,0.07851587891169094,261
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [2,4)",both_class_score,0.06130268199233716,0.03357587064676617,0.09157579062159214,261
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [2,4)",both_false_positives,0.038314176245210725,0.016527225113083698,0.06273062730627306,261
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [2,4)",both_duplicates,0.0038314176245210726,0.0,0.0141355286569932,261
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [4,inf)",source_only_fail,0.2463768115942029,0.20903595735027222,0.2877908734708276,483
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [4,inf)",target_only_fail,0.19875776397515527,0.160254329004329,0.24008354111665198,483
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [4,inf)",both_any_fail,0.18012422360248448,0.1468809617966981,0.21684658454647254,483
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [4,inf)",both_geometry,0.055900621118012424,0.034623217922606926,0.07926829268292683,483
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [4,inf)",both_class_score,0.06832298136645963,0.04311944208923197,0.09825420818870599,483
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [4,inf)",both_false_positives,0.057971014492753624,0.037266776275727685,0.08064766579843717,483
det_pseudo_clip_radius-minus-det_pseudo/K3,"corrupted_overall ratio [4,inf)",both_duplicates,0.024844720496894408,0.010892654163114522,0.039069374353002034,483
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [0,1)",source_only_fail,0.11864406779661017,0.03389830508474576,0.22033898305084745,59
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [0,1)",target_only_fail,0.3389830508474576,0.22033898305084745,0.4576271186440678,59
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [0,1)",both_any_fail,0.11864406779661017,0.03389830508474576,0.2033898305084746,59
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [0,1)",both_geometry,0.05172413793103448,0.0,0.11864406779661017,58
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [0,1)",both_class_score,0.034482758620689655,0.0,0.08771929824561403,58
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [0,1)",both_false_positives,0.0,0.0,0.0,59
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [0,1)",both_duplicates,0.0,0.0,0.0,59
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [1,2)",source_only_fail,0.3225806451612903,0.16129032258064516,0.4838709677419355,31
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [1,2)",target_only_fail,0.16129032258064516,0.03225806451612903,0.2903225806451613,31
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [1,2)",both_any_fail,0.1935483870967742,0.06451612903225806,0.3548387096774194,31
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [1,2)",both_geometry,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [1,2)",both_class_score,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [1,2)",both_false_positives,0.03225806451612903,0.0,0.0967741935483871,31
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [1,2)",both_duplicates,0.0,0.0,0.0,31
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [2,4)",source_only_fail,0.20930232558139536,0.09302325581395349,0.3488372093023256,43
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [2,4)",target_only_fail,0.2558139534883721,0.13953488372093023,0.3953488372093023,43
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [2,4)",both_any_fail,0.18604651162790697,0.06976744186046512,0.3023255813953488,43
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [2,4)",both_geometry,0.023255813953488372,0.0,0.06976744186046512,43
det_pseudo_clip_radius-minus-det_pseudo/K3,"clean_s0 ratio [2,4)",both_class_score,0.09302325581395349,0.023255813953488372,0.18604651162790697,43
